review_id,customer_id,review_text,sentiment
REV-352,CUST-105692,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-353,CUST-104888,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-354,CUST-104494,Customer support never responded about my blender refund request.,negative
REV-355,CUST-103448,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-356,CUST-102353,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-357,CUST-105976,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-358,CUST-104755,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-359,CUST-105086,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-360,CUST-102571,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-361,CUST-102722,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-362,CUST-102127,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-363,CUST-101892,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-364,CUST-100696,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-365,CUST-101444,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-366,CUST-100033,Delivery took way too long and the office chair arrived damaged.,negative
REV-367,CUST-101374,Customer support never responded about my blender refund request.,negative
REV-368,CUST-102470,"Would not recommend, the blender did not match the description at all.",negative
REV-369,CUST-100544,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-370,CUST-103705,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-371,CUST-105171,"Would not recommend, the phone case did not match the description at all.",negative
REV-372,CUST-102318,Customer support never responded about my office chair refund request.,negative
REV-373,CUST-105036,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-374,CUST-104796,Delivery took way too long and the backpack arrived damaged.,negative
REV-375,CUST-104053,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-376,CUST-104871,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-377,CUST-104882,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-378,CUST-104141,"The phone case broke after one week, very disappointed with the quality.",negative
REV-379,CUST-100708,"Would not recommend, the blender did not match the description at all.",negative
REV-380,CUST-104584,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-381,CUST-100113,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-382,CUST-101389,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-383,CUST-102171,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-384,CUST-101505,Delivery took way too long and the sneakers arrived damaged.,negative
REV-385,CUST-105885,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-386,CUST-105313,"Would not recommend, the phone case did not match the description at all.",negative
REV-387,CUST-102985,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-388,CUST-101202,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-389,CUST-100489,"Would not recommend, the blender did not match the description at all.",negative
REV-390,CUST-103770,"Would not recommend, the blender did not match the description at all.",negative
REV-391,CUST-103850,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-392,CUST-100173,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-393,CUST-103778,Delivery took way too long and the blender arrived damaged.,negative
REV-394,CUST-104853,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-395,CUST-105580,"The coffee maker broke after one week, very disappointed with the quality.",negative
REV-396,CUST-100140,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-397,CUST-103346,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-398,CUST-104235,Delivery took way too long and the phone case arrived damaged.,negative
REV-399,CUST-103615,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-400,CUST-105619,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-401,CUST-101541,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-402,CUST-104068,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-403,CUST-102641,"Would not recommend, the office chair did not match the description at all.",negative
REV-404,CUST-100120,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-405,CUST-102587,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-406,CUST-104051,Customer support never responded about my coffee maker refund request.,negative
REV-407,CUST-101279,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-408,CUST-101104,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-409,CUST-104143,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-410,CUST-100860,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-411,CUST-103101,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-412,CUST-103069,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-413,CUST-102794,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-414,CUST-100220,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-415,CUST-101856,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-416,CUST-100025,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-417,CUST-100185,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-418,CUST-102920,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-419,CUST-103681,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-420,CUST-101726,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-421,CUST-102133,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-422,CUST-104082,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-423,CUST-102415,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-424,CUST-100602,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-425,CUST-105526,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-426,CUST-103007,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-427,CUST-101067,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-428,CUST-102109,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-429,CUST-103064,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-430,CUST-102444,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-431,CUST-101562,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-432,CUST-105135,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-433,CUST-102227,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-434,CUST-103299,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-435,CUST-101434,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-436,CUST-103187,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-437,CUST-103548,Customer support never responded about my wireless earbuds refund request.,negative
REV-438,CUST-105023,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-439,CUST-105706,"The blender broke after one week, very disappointed with the quality.",negative
REV-440,CUST-104676,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-441,CUST-101996,Customer support never responded about my backpack refund request.,negative
